ind_num	score	content
324	1	这个 太棒了 。 快递 很快 。 一天 就 到 了 。
325	1	这个 太棒了 。 快递 很快 。 一天 就 到 了 。 < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t6319 / 93 / 607293979 / 66634 / 53689c64 / 5941f7c1Nc9c96130 . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t6556 / 50 / 571906454 / 64383 / db8062ab / 5941f7c6Ndeeca9aa . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t6016 / 210 / 2519601523 / 60850 / 1198a4bb / 5941f7c7Nf8e52a39 . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t6352 / 4 / 568310097 / 113521 / a31809f2 / 5941f7c7N477f78c0 . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t5989 / 100 / 2628956040 / 87026 / 7dd47ae3 / 5941f7c7N38a8b749 . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t6424 / 12 / 596110166 / 77058 / 2ba0a3a2 / 5941f7beN3d0a5b83 . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t5983 / 75 / 2589486580 / 100006 / a6ddd6e7 / 5941f7c7N4fe409bc . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t6079 / 235 / 2492476926 / 120128 / a8eaa21e / 5941f7c7Nbfe29aaa . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t5860 / 62 / 3781579078 / 105975 / 31f40d42 / 5941f7c1Nbce704b9 . jpg '   / > < / div >
326	1	屏幕 有待 提升 ， 黑 画面 没法 看 。   其他 的 不错 ， 外观 、 性能 都 很棒 。 键盘 还 得 适应 一段时间 。 总体 满意
327	1	送货 速度 够快 的 ， 下单 5 小时 即 到货 。 大 品牌 产品 性能 很 不错 ， 小孩 很 满意 。
328	1	没有 想象 的 好 ， 现在 会 偶尔 静电 关机 ， 其它 问题 等待 验证 。
329	1	双 十二 10999 入手 。 十四号 下午 到手 ， 物流 大哥 很 贴心 ， 当场 等 我 开箱 验货 ， 点个 赞 。 晚上 开机 验机 ， 启动 时 屏幕 下方 有 两处 漏光 ， 有点 小 遗憾 。 启动 后 速度 挺快 ， 鲁 大师 验机 规格 符合 官方 标配 ， 跑 分 26 万 。 总之 还行 吧 。 上 图 。
330	1	物流 很快 ， 包装 很 好 。 安装 好 ， 不能 免俗 跑 了 下鲁 大师 。 28 ， 29 万左右 。 内存 海力士 ， 固体 硬盘 三星 ， 机械 硬盘 希捷 。 安 了 了 些 软件 ， 还有 eidus6.5 ， 还是 能 跑 到 27 万左右 。 我 主要 是 到处跑 ， 需要 个 移动 电脑 剪辑 视频 ， 所以 选了 这款 ， 够重 。 鲁 大师 一直 说 硬盘 有 隐患 ， 还有 查不到 摄像头 。 另外 ， 我 等到 12 点钟 等 秒杀 少 了 一千 ， 活动 都 过 了 ， 价格 没有 上去 ， 还是 秒 杀价 。 小耍 我 ， 哈哈 。 京东 的 配货 速度 ， 物品 包装 都 极好 ， 感谢 了 。 康定 配送 员 朱俊帆 态度 很 好 ， 赞 一个 。
331	1	配置 ， 性价比 还是 不错 的 ， 屏 漏光 有 一点 不 妨碍 使用 ， 120Hz 刷新率 还是 可以 的 。
332	1	很 激动 首发 价格 拿到 了 这台 暗影 精灵 三代 pro 。 说 下 快递 ， 京东 自营 产品 ， 快递 快得 没话说 ， 当天 买 当天 收到 。 这款 最 吸引 我 的 是 它 的 电 竞屏 ( 144hz 刷新率 ) ， 玩 一般 单机 类 的 fps 肉眼 上 观看 会 舒服 很多 ， 尤其 是 动态 的 时候 ， 比 普遍 市场 上 60hz 的 屏幕 好 很多 。 鲁 大师 测评 20W ， 在 这个 价位 上 来讲 已经 十分 不错 了 ， nvme 的 固态 速度 比 一般 SATA 快 的 不是 一星半点 。 用 了 几天 也 没 出现 老款 静电 关机 的 问题 。
333	1	emmm 问题 确实 有点 尴尬   漏光 是 小 问题 其实 我 也 不 太 介意   然后 散热 其实 我 觉得 一般般 吧   可能 是 我 用 的 架子 还 不太好   反正 跑 游戏 的 时候 风扇 就 有点 响 吧 cpu 直接 上 了 80 度   但 也 还 算是 一个 好 的 东西   上 手 体验 比较 ok
334	1	前天 买 的 电脑 ， 今天 开机 ， 鲁 大师 跑 了 下 ， 应该 是 新机 ， 先用 着 ， 过段时间 再来评
335	1	外观 很大 气 漂亮 ， 启动 非常 快 ， 不 知道 为 毛 玩游戏 时有 些许 卡顿
336	1	比 想象 中 的 轻薄 一些 ， 用 着 也 很 给 力 ， 美中不足 的 是 包装箱 破 了 ， 速度 很快 ， 不错 不错 。
337	1	开机 速度 快 ， 弟 一次 启动 更新 设置 很 贴心 ， 电脑 引导 份 一步步 去 完成 ， 游戏 方面 还 没 去 体验 ， 使用 其它 软件 速度 也 很快 。
338	1	1 . 首先 说 一点 ， 物流 太不给力 了 ， 到 了 配送 站 第三天 才 安排 配送 ， 等 的 我 都 有点 慌 了 2 . 开箱 感觉 惊艳 到 了 ， 很酷 3 . 开机 简单 跑 分 大师 测 了 下 ， 性能 可以 ， 三星 固态 ， 金士顿 内存 ， 感觉 阔以 ， 可是 机械 盘 使用 14 次 ， 五小时 什么 鬼 ？ 二手 ？ 不 理解 。 。 。 4 . 风扇 声音 很大 ， 漏光 比较严重 ， 不 影响 使用 ， 用 着 再说 吧 。 。 剩下 看图 吧 ， 用后 追评
339	1	新 电脑 到 了 用 了 几天 才 评论     首先 外观 确实 不错   快递 和 包装 也 是 非常 好   也 没有 其他人 所说 的 那些 缺点     系统 右键 卡顿 也 自己 解决 了     屏幕 漏光 IPS 本来 就 这样 也 理解     体验 也 是 非常 的 棒     就是 没有 送点 其他 东西 只有 裸机 还是 有点 小 难受 ， 总体 来说 还是 比较 好 的 一次 购物
340	1	外地 调货 17 小时 完美 到手 ， 本子 比 预期 的 还好 ， 目前 还 没有 发现 什么 问题 ， 看 以后 吧 。
341	1	电脑 外观 很棒   比 我 想象 的 要 好   吃 鸡 能带 起来   不错   很 喜欢   背光 也 很亮 信任 京东
342	1	还行 吧 ， 要求 不是 那么 高 。 有 漏光 是 相机 拍摄 会 特别 突出 ， 实际 看 没有 那样 夸张 ， 也 是 可以 接受 的 范围 。 有 异响 可能 是因为 机械 硬盘 寻 道 产生 的 ， 应该 也 不是 特别 大 的 问题 。 屏幕 友达 的 ， ssd 和 内存条 （ 2400 ） 是 三星 的 ， 机械 硬盘 是 日立 的 。 不 知道 和 其他人 具体 有 什么 区别 。 还有 就是 鲁 大师 跑 分 （ 没改 独显 ， 没 新建 电源 计划 为 高性能 的 条件 下 ） 为 23W ， 检测 屏幕 的 时候 红色 有 一个点 坏 ， 太小 了 基本上 可以 忽略不计 ， 硬盘 使用 16 次 / 6 小时 。 整体 外观 完好 ， 比较满意 ， 意外 的 是 没 我 想象 中 那么 重 （ 以前 大学 时候 买过 一台 笔记本 ， 感觉 游戏 本 很重 很重 ） 下乡 扶贫 携带 问题 不 大 。 现在 还 在 下载 软件 、 设置 系统 中 。
343	1	14 号 下 的 单     中午 刚 拿到 手 ， 包装 全新 未 拆封 。 ， 先 用 段时间 看看 再 来 补充 评价 ！
344	1	14 号 下 的 单     中午 刚 拿到 手 ， 包装 全新 未 拆封 。 ， 先 用 段时间 看看 再 来 补充 评价 ！ < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t6298 / 357 / 684393843 / 45090 / f5ed701 / 5943a158N603b5556 . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t6010 / 140 / 2580701539 / 43788 / f2722b62 / 5943a15aN16b131ce . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t5917 / 97 / 2693446054 / 44079 / 1ad9a7d / 5943a160N1c706abd . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t5803 / 7 / 3930212288 / 54205 / c7e363b1 / 5943a166Ndcfaa579 . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t6331 / 38 / 666464796 / 49385 / d012faea / 5943a16cN999f2046 . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t6529 / 24 / 686663685 / 152843 / f042c4a2 / 5943a175N7746adcc . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t5611 / 358 / 3839693476 / 65137 / 10dc5a78 / 5943a177N2a787275 . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t6643 / 72 / 700527288 / 100310 / 19ac1f9c / 5943a17bNb6244abd . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t5704 / 179 / 3866106468 / 61795 / ecf35b91 / 5943a183Nf6213f10 . jpg '   / > < / div >
345	1	东西 是 个 好 东西 ， 就是 有点 玩不转 啊 ！ 慢慢 摸索 吧 ！
347	1	比较满意 ， 但是 感觉 有点 小贵 ， 买 了 之后 降价 100 申请 保值 成功 ， 入手 价格 6499 。 配置 差不多 的 其他 品牌 要 便宜 几百块 ， 飞行 堡垒 ， 神舟 战神 ..... 希望 贵 一点 有贵 一点 的 好 。 电脑 右击 刷新 有 一点 延迟 ， 不 影响 使用 。 总体 外观 漂亮 ， 不是 豆腐块 ， 棱角 处 比较 漂亮 ， 不是 直角 。 日常 使用 风扇 不带响 的 ， 散热 不错 。 记得 买个 键盘 膜 ， 自营 的 没有 这个 东西 ， 买酷 奇 那家 的 不错 很 合适 很 薄 。 鼠标 键盘 耳机 不 一定 要 惠普 套装 。 小米 蓝光 眼镜 放进 购物车 。 有用 点个 赞 吧 。
348	1	颜值 高 ， 大爱 ！ 流畅 好用 ， 比 想像中 薄 ！ 快 递给 力 。 包装 简单 。
349	1	机器 外观 觉得 时尚 ， 漂亮 ， 键盘 设计 的 也 不错 ， 机器 拿到 的 同时 ， 配件 已 准备 好 ， 直接 升级 ， 把 128G 直接 换成 1T ， 内存 再 加 一根 8G ， 因 知道 HP 的 配置 ， 提前 备 了 根 三星 的 内存 ， 太 满意 了
350	1	机器 外观 觉得 时尚 ， 漂亮 ， 键盘 设计 的 也 不错 ， 机器 拿到 的 同时 ， 配件 已 准备 好 ， 直接 升级 ， 把 128G 直接 换成 1T ， 内存 再 加 一根 8G ， 因 知道 HP 的 配置 ， 提前 备 了 根 三星 的 内存 ， 太 满意 了 < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t17353 / 40 / 905107356 / 169699 / b4658cc7 / 5aaf25deN266035cf . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t17875 / 182 / 874167114 / 141862 / b4d11e7e / 5aaf25e6N26f201bf . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t19309 / 95 / 875043426 / 112656 / ce68b845 / 5aaf25edN577f6241 . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t17719 / 118 / 887931853 / 191751 / c395db05 / 5aaf25f5Naff95c5e . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t17392 / 187 / 882407890 / 147729 / a060c980 / 5aaf25fcNd6ef96f3 . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t14437 / 263 / 2631532772 / 252300 / 3613e12b / 5aaf276cNc03a8725 . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t17599 / 77 / 867165502 / 172893 / e3284d2d / 5aaf27bdN9da0923a . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t15316 / 60 / 2654185897 / 111439 / 6276b916 / 5aaf2964Nba5eb567 . jpg '   / > < / div >
351	1	具体 看图 吧 ， 送货 准时 ， 电脑 旅行 重量 初步 在 3.5 公斤 。
352	1	电脑 用 了 一段时间 了 ， 总体 感觉 还 行 ， 主要 就是 键盘 温度 偏高 。 电脑 小白 一个 ， 也 不 追求 太 多 ， 实用 就行 ， 继续 用 着 看看 吧
353	1	其他 都 好 ， 就是 风扇 声音 大 。 用 一段时间 后 再 来 追评
354	1	先说 缺点 ， 快递 有 两处 磕碰 ， 144hz 贴纸 铁歪 ， c ， d 面有 指痕 ， 然后 就是 屏幕 漏光 的 问题 了 ， 这点 仁者见仁   智者见智 ， 我 不 评价 ， 我 觉得 我 这台 很 不错 ， 然后 就是 人品 好 到 爆炸 ， 固态 内存 都 是 三星 ， 然后 硬盘 希捷 ， 总之 就是 很 完美 ， 很 好
355	1	物流 很快 ， 质量 不错 ， 感觉 不错 ， 值得 拥有 。
356	1	包装 完好 ， 机体 新 ， 无 划痕 ， 根据 检测 ， 是 新机 。 桌面 右键 有卡顿 现象 ， 需要 删除 igfx 开头 的 。 有 的 应用 分辨率 有 问题 ， 需要 右键 属性 中高 dpi 那个 打钩 。 目前 没有 发现 其他 大 问题
357	1	电脑 跑 分 可能 有点 差距 ， 但是 性能 还是 可以 的 ， 就是 A 面 有点 软 ， 不敢 压 。 用 段时间 再 来 评价 ， 电脑 的 重量 感 很 足 ！
358	0	阔阔 以 ， 快递 很快 ， 外形 很酷 炫 ， 非常 喜欢 ， 很 可惜 没跑 到 21 万
359	0	人生 第一台 电脑 ? ? ， 首先 物流 的确 很快 ， 一来 就 有点 迫不及待 ， 不过 有 很多 7788 的 小 问题 要 解决 ， 这 对 我 一个 电脑 小白 有点 头疼 。 希望 自己 的 第一台 电脑 可以 用久 一点 ， 下面 附上 图 。 ? ?
360	1	部分 机友 说 的 漏光 我 没 遇到 ， 机子 看起来 还是 不错 的 ， 人生 第一台 笔记本 ， 希望 坚挺 个 五六年 吧 ！ 固态 是 三星 的 ， 机械 硬盘 是 日立 的 ， 屏幕 是 友达 光电 的 ， 年限 看起来 非常 新鲜 ， 刚 出来 的 机子 应该 很少 翻新 或者 退货 的 吧 ！
361	1	18 岁 第一台 电脑 ， 做足 了 两个 多月 的 功课 ! 笔 吧 大佬 ( 滑稽 脸 ) ， 16 号 第 42 个 预约 ， 28 号 第 36 秒 抢购 ， 3.1 号 14.30 送到 ， 设置 了 一个天 ， 彻底 完美 的 电脑 ! 出国 留学 三年 靠你了 !
362	1	电脑 真的 很 不错 ， 快递 也 很 负责 ， 到手 开箱 以后 看到 实物 感觉 比 图片 上要 好 很多 ， 还有 就是 好多 人 提到 的 屏幕 漏光 的 问题 并 没有 那么 严重 只有 屏幕 上面 一点 有 漏光 不 看全 黑屏 是 看不出来 的 。 一点 都 不 影响 使用 ， 其他 的 等 用 一段时间 再 补充 ， 总得来说 很 喜欢 这个 本本 ， 就是 送货 慢 了 些 。 总之 先给 5 星
363	1	贼 快 ， 当天 就 到 了 。 没买前 这 配置 这 价钱 都 说 是 49 年入 国军 ， 不如 等 多 几天 入炫龙 kp2 ， 可 这 外观 真的 螺旋 升天 的 酷 ， 我 这个 颜狗 抵挡不住 。 寄过来 就 一个 盒子 ， 里面 一个 150w 的 电源适配器 ， 电脑 本体 ， 各种 保修 证 说明书 ， 两个 贴纸 ( 买 贴纸 送 电脑 ) 没 了 。 无 漏光 ， 无亮点 ， 屏幕 体质 不错 ， 各个 接口 完好 ， 硬盘 有 轻微 响声 ， 键盘 手感 也 还好 ， 散热 一般般   玩游戏 时 屏幕 正下方 发烫 很 厉害   不过 对 键盘 使用 影响 不 大   键盘 的 金属 面板 充电 会 有 静电 触感   不过 我 摸 起来 觉得 挺爽 的 hhhh   没有 静电 关机 这个 问题   这个 喇叭 啊   真的 不错 ( 可能 我 是 木耳 吧 )   比 我 同学 的 宏基 a715 好太多 。 三星 的 内存 和 固态 也 是 不错 ， 机械 硬盘 是 日立 的 emm   还好 吧   ， 总的来说 就是 早买 早 享受 hh
364	1	"11200 入 的 手 玩 绝地 求生 设置 成 最低 ， 把 抗齿 距 调到 最高 ， 平均 fps100 多 ， 还 不错 ， 就是 玩游戏 和 安装 软件 cpu 
 365 	 4 	 东西 很 好     可是 为什么 键盘 右上方 除了 风扇 的 声音 还有 其他 吱吱 的 声音     而且 右键 鼠标 左边 会卡顿 是 同病 ？ """
366	1	电脑 样子 棒棒 的 ， c 面 金属 手感 很 好 ， 拆后 盖加 内存 有点 难拆 。 吃 鸡 很 流畅
367	0	鼠标 卡 ， 有时候 还 不会 动 。 小白 专业 原因 第一次 买 游戏 本 ， 忐忑 买 到 翻新 机 ， 用 了 个 把 星期 没什么 大 问题 。 就是 电脑 好多 配件 生产日期 都 是 去年 一月 的 ， 真的 没 问题 吗 ？ 而且 硬盘 使用 时间 也 有 十个 小时 之多 。 插电 跑 分 21 万 ， 不 插 电 12 万 。
368	1	学生 党 一枚 ， 买 这些 大件 挺 小心 的 ， 在 买 之前 ， 在 戴尔 灵越 游匣 7567 和 暗夜 之间 纠结 了 好久 ， zuo 最后 还是 选择 了 暗夜 ， 说实话 买 的 时候 有点 不 放心 ， 还 在 纠结 ， 但是 ， 到货 之后 一 打开 盒子 立马 就 不乱 想 了 ， 这 键盘 ， ， ， 这颜值 ， ， ， 简直 了 ， 早上 下 的 单 ， 下午 就 到 了 ， 在 客服 小姐姐 的 指导 下 晚上 已经 下 了 吃 鸡 ? ? ? 跑 分 也 很 高 ， 好像 是因为 新机 的 原因 右键 点击 刷新 有点 卡 ， 但 不 影响 ， 总之 ， 好评 ， 五星 好评 ！ ！ ！
369	1	1 . 特意 用 了 几天 来 评价 。 2 . 吃 鸡 需要 优化 ， 优化 后 可以 达到 大厅 130fps ， 游戏 60 左右 fps 。 3 . 屏幕 太好 ， 说实话 ， 机子 带 不 起来 。 不过 色彩 ， 响应 真的 好 。 这个 价挺值 。 4 . 机子 的 风扇 响不响 和 你 运行 的 东西 有关 。 只要 你 运行 的 东西 比较 吃 配置 ， 就 很响 。 比如 吃 鸡 拿 1920 & times ; 1080 的 分辨率 。 这是 风扇 特响 。 但 拿 1360 & times ; 768 的 虽然 糊点 ， 但 fps 稳定 60 ， 风扇 不响 的 厉害 。 5 . 关于 屏幕 坏点 和 鼠标 问题 的 。 前者 是 人品问题 ， 后者 是 脑子 问题 。 自己 想 吧 。 6 . c 面是 金属 的 ， 中心 温度 很 高 ， 不出意外 是 为了 降温 ， 降噪 的 。 没有 静电 关机 。 7 . 其他 fps 游戏 ， 比如 csgo 。 玩起来 特 完美 。 建议 吃 鸡 i7 ， csgo ， 这个 就够 。 8 . 不能 装 win7 ， 所以 优化 不会 太好 。 win10 技术 有点 问题 的 ， 将 就 用 吧 。 总有 好 的 一天 。 10 . 关于 键盘 电流 声 ， 我 只 想 说 ， 你 脸 又 不放 键盘 上 ， 既然 不 影响 机子 。 所以 完全 是 在 搞 事 。 目前 想到 的 这些 。 有 别的 就 追评 。 总体 来说 ， 不 吃亏 。
370	1	送货 的 包装 狠 简陋 没有 其他 垫   就 自带 包装 狠 容易 碰撞 到     ， 还好 电脑 外观 也 没什么 问题 ， 电脑 很 炫 ， 查 了 一下 硬件 是 全新 的 。 目前 右键 卡顿 这个 问题 正常 很 好 解决 。 主要 问题 右边 键盘 有 哒 哒 哒 的 声音 ， 不 知道 是不是 包装 没 做好 碰到 硬件 了 才 有 哒 哒 声音 ， 个人 觉得 影响 也 不是 很大 ～     其他 问题 还 没 发现     用 段时间 在 追评 & hellip ; & hellip ;
371	1	自己 的 第一台 笔记本电脑 ， 在 假期 里 比较 了 好多 品牌 的 ， 最后 还是 被 惠普 的 这 一款 屏幕 吸引 了 。 游戏 本 ， 外观 很炫酷 ， 但是 有点 太重 了 。 今天 刚刚 收到 ， 也 检查 了 包装 什么 的 ， 都 没有 问题 ， 插上 电 之后 也 没有 所谓 的 漏电 现象 ， 可能 没有 中奖 ！ 哈哈 ， 客服 很 好 ， 回复 很 到位 ， 对 电脑 小白 来说 太 贴心 了 。 正在 下载 游戏 ， 等 玩玩 游戏 再 来 追加 ， 希望 耐草
372	1	好 ， 非常 好 ， 太好了 ， 反正 整体 来说 这 电脑 就是 很 牛 逼 ， 就是 打游戏 贼 鸡八烫 ， 最高 90 多度 ， 冬天 都 可以 当个 暖 宝宝 了 ， 放在 枕头 底下 当 电热毯 ， 我 就 说 这么 多 了 ， 打游戏 不卡 就 是非 鸡八烫 ？
373	1	非常 不错
374	1	买 过来 很久 了 ， 忘记 评论 了 ， 感觉 挺不错 的 ， 就是 那个 每次 开机 都 要 微软 账号密码 比较 难受 ， 要是 没有 联网 还 真的 不好 弄 ， 整体 来说 还 不错 ， 屏幕 是 真的 号 ， 比 我 同学 的 同等 价位 的 好 ， 配置 也 可以 ， 就是 散热 不行 啊 ， 这个 是 真的 有点 伤 啊 ， 玩 吃 鸡 烫手 ！ 买个 散热片 都 降 不 下去 ， 还有 好 的 一点 就是 预装 的 office 是 很 好 的 ， 不用 再 下载 了 ， 美滋滋
375	1	物流 速度 很快 ， 不到 一天 就 送到 了 ， 比较 之下 觉得 比 联想 r720 更好 ， 买 了 这款 ， 目前 没 让 我 失望 ， 再 熟悉 熟悉 追评
376	1	机子 还 不错 ， 正在 适应 win10 中
377	1	机子 还 不错 ， 正在 适应 win10 中 < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t6103 / 221 / 2546804042 / 37173 / f00f7f7a / 5942c178N9b55e411 . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t6652 / 347 / 635787282 / 39413 / 8ab5640e / 5942c178Nbb6107c7 . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t6133 / 106 / 658363892 / 34822 / 423220d7 / 5942c17aN68909f96 . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t6112 / 276 / 2534255969 / 62797 / 95021f48 / 5942c17bNc901724b . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t5674 / 111 / 3823330133 / 45162 / ea016a93 / 5942c17cN03743752 . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t6694 / 152 / 605727417 / 54330 / 94167727 / 5942c17bN82121090 . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t6247 / 10 / 620742927 / 51903 / 4795b895 / 5942c17fN7f5cc1ee . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t6433 / 103 / 651272018 / 40391 / e013f6e0 / 5942c180N07041246 . jpg '   / > < / div > < div   class = ' uploadimgdiv ' > < img   class = ' uploadimg '   border = ' 0 '     src = ' http : / / img30.360 buyimg . com / shaidan / jfs / t6340 / 44 / 659574001 / 45668 / 4a0d94b9 / 5942c181N65b247d6 . jpg '   / > < / div >
378	1	还 不错     但是 通电 后 真的 有 & ldquo ; 滋滋 & rdquo ; 声 不 知道 是 电流 还是 机械 硬盘 发出 的
379	1	还 不错     但是 通电 后 真的 有 & amp ; ldquo ; 滋滋 & amp ; rdquo ; 声 不 知道 是 电流 还是 机械 硬盘 发出 的
380	1	这部 暗影 精灵 3 可以 的 ， 摸 起来 很 有 质感 。 跑 了 个 分 ， 也 是 正常 水平 ， 硬盘 使用 时间 和 次数 也 正常 ( 厂家 测试 ) 。 最 激动 的 是 ， 屏幕 没什么 漏光 ！ 上次 我 同学 实体店 买 的 笔记本 ， 四个 角 都 漏 了 一 大片 ， 他 只能 凑合 用 。 这部 暗影 精灵 算是 吊打 他 的 本 了 ， 哈哈 。 是 次 很 满意 的 购物 。
381	1	粗略 检测 了 ， 除了 有卡顿 现象 外 ， 其它 都 满意
382	0	少给 一星 的 原因 在于 屏幕 漏光 有点 厉害 ， 鼠标 卡顿 问题 已 解决 ， 不是 大 问题 。 用鲁 大师 跑 了 3 次分 ， 第一次 差点 20w 第二次 21w 第三次 也 是 21w ， 总之 跑 分 将 就 。 电源 插久 了 有点 烫 ， 没有 发展 有 漏电 现象 。 其他 都 还好 ， 暂时 没有 发展 其他 问题 ， 用 一段时间 在 评价
383	1	电脑 非常 棒 ， 电池 耗电 0 ％ ， 硬盘 也 只用 了 6 小时 ， 可喜可贺 ！ 各种 优化 后 跑 分 下来 后 21W 左右 ， 京东 当天 就 送到 了 ， 快 的 不要 不要 的 ！ 我 已经 对 京东 改观 了 ！
384	1	主要 是 看中 屏幕 和 设计 做工 ， 这 价格 上船 配置 能 更 高 ， 不过 上船 有 风险 还是 算了 。 目前 玩 守望 先锋 还是 可以 ， 不过 发热 还是 有点 厉害 ， 还好 没上 i7 ， 这个 本子 i7 散热 跟不上 的 。 外观 确实 比较 赞 。 鼠标 右键 卡 很 好 解决 ， 但是 用 触摸屏 鼠标 指针 有时候 会卡 两 三秒 ， 不 知道 怎么 解决 。
